,Date,Low,High,Close,Open
3226,2017-10-09,880.6699,890.7764,889.7024,885.3482
3225,2017-10-06,889.2186,898.1688,889.7024,894.5404
3224,2017-10-05,884.8644,895.9918,891.1538,895.0242
3223,2017-10-04,884.8644,895.0242,895.0242,891.1538
3222,2017-10-03,873.5625,891.1538,891.1538,875.6723
3221,2017-10-02,857.7718,873.7629,873.7371,861.1584
3220,2017-09-29,850.9987,865.9964,858.2556,857.7718
3219,2017-09-28,833.582,855.8366,855.3528,835.5172
3218,2017-09-27,832.6144,847.854,833.582,845.6769
3217,2017-09-26,840.8389,853.9014,845.1931,852.45
3216,2017-09-25,848.5797,860.6746,854.869,860.6746
3215,2017-09-22,854.869,865.5126,863.0936,856.3204
3214,2017-09-21,854.3852,872.7695,857.288,870.3505
3213,2017-09-20,861.1584,877.6075,871.3181,865.0288
3212,2017-09-19,858.7394,868.4153,867.4477,858.7394
3211,2017-09-18,859.2232,869.8667,860.6746,860.6746
3210,2017-09-15,850.9987,870.3505,856.8042,870.3505
3209,2017-09-14,863.5774,880.5103,873.2533,874.2209
3208,2017-09-13,860.6697,879.0589,873.7371,865.5126
3207,2017-09-12,867.9315,876.1561,870.8343,874.7047
3206,2017-09-11,852.9338,876.1561,872.7695,862.126
3205,2017-09-08,850.8796,865.9964,863.0936,854.3852
3204,2017-09-07,852.9338,865.9964,855.3528,862.126
3203,2017-09-06,857.288,869.3829,863.0936,869.3829
3202,2017-09-05,869.8667,883.8968,871.3181,880.9941
3201,2017-09-04,876.6399,887.7672,881.9616,885.3482
3200,2017-09-01,884.3806,895.0242,890.1862,889.2186
3199,2017-08-31,880.9941,888.58,884.3806,885.832
3198,2017-08-30,871.3181,884.3806,880.0265,875.6723
3197,2017-08-29,860.6746,876.6399,867.9315,874.7047
3196,2017-08-25,874.7047,884.3806,877.1237,883.8968
3195,2017-08-24,880.5103,890.67,880.5103,889.2186
3194,2017-08-23,880.9941,890.1862,887.2834,889.2186
3193,2017-08-22,876.1561,889.2186,887.2834,879.0589
3192,2017-08-21,866.9639,876.4802,872.7695,866.9639
3191,2017-08-18,866.9639,878.0913,871.8019,878.0913
3190,2017-08-17,878.0913,890.8296,881.9616,882.4454
3189,2017-08-16,878.0913,891.1538,883.413,885.3482
3188,2017-08-15,880.453,893.089,880.5103,881.4779
3187,2017-08-14,874.2209,885.4372,874.2209,881.4779
3186,2017-08-11,874.2209,887.7672,880.5103,882.4454
3185,2017-08-10,887.2834,910.0219,889.2186,904.7001
3184,2017-08-09,902.2811,915.3436,910.0219,915.3436
3183,2017-08-08,916.3112,927.9223,919.214,925.9872
3182,2017-08-07,923.5682,937.5983,925.9872,930.8251
3181,2017-08-04,911.4733,932.2765,930.8251,925.9872
3180,2017-08-03,910.5057,929.8575,924.052,911.9571
3179,2017-08-02,908.0867,946.3066,912.4409,942.4363
3178,2017-08-01,886.7996,962.2719,947.2742,889.7024
3177,2017-07-31,856.3204,879.5427,859.2232,874.7047
3176,2017-07-28,891.1538,902.7649,898.8945,892.1214
3175,2017-07-27,889.2186,902.2811,901.3135,891.1538
3174,2017-07-26,888.7348,898.8945,891.1538,896.9594
3173,2017-07-25,893.5728,898.4107,895.0242,896.4756
3172,2017-07-24,885.832,896.9594,895.0242,889.7024
3171,2017-07-21,882.9292,898.8945,892.1214,884.3806
3170,2017-07-20,885.3482,902.2811,886.7996,893.5728
3169,2017-07-19,881.9616,895.9918,894.0566,889.7024
3168,2017-07-18,877.6075,887.2834,886.3158,885.832
3167,2017-07-17,871.3181,887.7672,886.3158,884.3806
3166,2017-07-14,880.5103,898.8945,884.8644,898.8945
3165,2017-07-13,888.7348,900.8297,895.9918,900.8297
3164,2017-07-12,891.6376,904.2163,899.3783,896.4756
3163,2017-07-11,885.3482,904.2163,892.6052,901.3135
3162,2017-07-10,897.4431,909.5381,901.7973,907.1191
3161,2017-07-07,885.3482,906.1515,906.1515,885.3482
3160,2017-07-06,874.7047,886.3158,885.832,879.5427
3159,2017-07-05,867.4477,887.2834,879.0589,871.8019
3158,2017-07-04,858.7394,870.3505,867.9315,862.6098
3157,2017-07-03,857.288,868.4153,867.4477,862.126
3156,2017-06-30,854.869,875.1885,862.126,864.545
3155,2017-06-29,862.6098,883.413,867.4477,881.9616
3154,2017-06-28,875.1885,891.1538,880.5103,888.251
3153,2017-06-27,888.251,902.7649,889.2186,895.9918
3152,2017-06-26,897.4431,913.4084,900.3459,911.4733
3151,2017-06-23,895.508,911.9571,911.4733,899.3783
3150,2017-06-22,895.9918,904.2163,900.3459,901.7973
3149,2017-06-21,893.089,903.2487,902.2811,894.5404
3148,2017-06-20,893.089,900.3459,895.508,895.0242
3147,2017-06-19,883.413,896.9594,894.5404,885.3482
3146,2017-06-16,865.5126,886.7996,878.0913,871.3181
3145,2017-06-15,858.2556,869.3829,865.9964,867.4477
3144,2017-06-14,862.6098,870.4957,866.9639,864.545
3143,2017-06-13,851.4824,868.8991,862.6098,866.9639
3142,2017-06-12,855.8366,877.6075,863.0936,875.1885
3141,2017-06-09,863.5774,887.2834,879.0589,865.9964
3140,2017-06-08,848.5797,863.6607,859.2232,862.6098
3139,2017-06-07,853.4176,874.7047,859.2232,867.9315
3138,2017-06-06,851.9662,865.5126,865.0288,861.1584
3137,2017-06-05,853.408,868.8991,865.5126,862.126
3136,2017-06-02,851.9662,866.4801,862.6098,861.1584
3135,2017-06-01,841.8065,860.6746,856.8042,843.2579
3134,2017-05-31,834.5496,848.2991,839.3875,844.2255
3133,2017-05-30,835.0334,847.5153,840.3551,842.7741
3132,2017-05-26,824.6027,845.1931,844.7093,825.8412
3131,2017-05-25,815.6815,833.582,823.906,828.2602
3130,2017-05-24,821.487,835.5172,826.8088,834.0658
3129,2017-05-23,827.7764,840.8389,834.0658,827.7764
3128,2017-05-22,818.5843,834.5496,825.8412,824.8736
3127,2017-05-19,810.8435,841.3227,823.4222,824.8736
3126,2017-05-18,799.2324,834.0658,822.9384,806.0055
3125,2017-05-17,813.7463,834.5496,815.1977,831.6468
3124,2017-05-16,820.5194,837.4523,836.9685,826.325
3123,2017-05-15,811.3273,839.3875,826.325,839.3875
3122,2017-05-12,830.6792,843.7417,835.5172,841.8065
3121,2017-05-11,838.9037,850.0311,843.2579,843.2579
3120,2017-05-10,842.7741,865.9964,846.1607,862.126
3119,2017-05-09,822.4546,861.6422,861.1584,822.4546
3118,2017-05-08,805.5217,823.906,822.9384,821.9708
3117,2017-05-05,780.6643,826.325,825.8412,787.6213
3116,2017-05-04,781.3319,798.2648,786.1699,797.2972
3115,2017-05-03,784.7185,798.2648,797.781,795.362
3114,2017-05-02,781.3319,798.4244,796.8134,785.6861
3113,2017-04-28,780.3643,791.0078,785.6861,784.7185
3112,2017-04-27,778.4291,786.6537,782.7833,786.1699
3111,2017-04-26,774.1362,795.7199,792.3625,777.014
3110,2017-04-25,776.0548,780.8512,779.4122,779.8919
3109,2017-04-24,769.8195,789.4846,777.014,789.005
3108,2017-04-21,766.9416,777.9733,773.6566,770.2991
3107,2017-04-20,764.7545,775.5751,772.2177,769.8195
3106,2017-04-19,763.1045,785.6475,768.3806,781.8104
3105,2017-04-18,777.9733,802.9145,782.2901,798.5978
3104,2017-04-13,787.5661,802.6778,794.7607,795.7199
3103,2017-04-12,777.9733,810.5887,796.6792,780.8512
3102,2017-04-11,760.7063,782.7697,777.4937,761.6656
3101,2017-04-10,762.1453,768.8602,764.5435,767.4213
3100,2017-04-07,749.6747,765.9824,764.5435,753.0321
3099,2017-04-06,738.643,757.5072,752.0729,742.4801
3098,2017-04-05,735.1224,748.394,746.7968,737.2041
3097,2017-04-04,720.4167,739.1226,735.2855,721.376
3096,2017-04-03,718.8195,729.0502,719.9371,729.0502
3095,2017-03-31,723.2946,737.6837,723.2946,736.2448
3094,2017-03-30,721.376,734.8059,734.8059,727.6113
3093,2017-03-29,715.6203,731.928,728.0909,722.8149
3092,2017-03-28,710.3443,722.8149,722.8149,713.7018
3091,2017-03-27,703.6294,724.2538,712.7425,724.2538
3090,2017-03-24,721.3017,734.3262,725.6927,724.2538
3089,2017-03-23,711.3036,731.199,723.2946,725.6927
3088,2017-03-22,726.4937,747.7561,727.1317,747.2765
3087,2017-03-21,733.367,751.5932,746.3172,747.7561
3086,2017-03-20,733.8466,745.5881,743.4394,739.6023
3085,2017-03-17,735.2855,746.3172,741.0412,740.0819
3084,2017-03-16,739.1226,751.2719,742.9597,746.3172
3083,2017-03-15,734.3262,742.4801,741.5208,739.6023
3082,2017-03-14,731.928,741.0412,735.7652,733.367
3081,2017-03-13,722.6566,735.7652,730.9688,723.2946
3080,2017-03-10,712.6312,727.6113,723.7742,718.4982
3079,2017-03-09,710.023,722.8149,717.0593,719.4575
3078,2017-03-08,718.4982,727.1317,718.4982,725.2131
3077,2017-03-07,724.2538,732.4077,726.1724,730.9688
3076,2017-03-06,728.5706,741.6839,729.0502,739.1226
3075,2017-03-03,733.8466,743.919,739.1226,743.919
3074,2017-03-02,740.0819,749.6747,744.8783,748.2357
3073,2017-03-01,746.7968,760.2267,750.6339,756.3896
3072,2017-02-28,730.0095,756.3896,754.9507,735.7652
3071,2017-02-27,730.0095,739.6023,736.7244,734.3262
3070,2017-02-24,727.1317,737.6837,732.4077,728.5706
3069,2017-02-23,709.8647,732.8873,732.8873,718.9778
3068,2017-02-22,705.0683,722.508,720.8964,707.9461
3067,2017-02-21,678.6882,705.0683,702.6701,681.0864
3066,2017-02-20,645.9481,681.566,679.1678,655.6656
3065,2017-02-17,636.9597,667.1769,638.8782,666.2176
3064,2017-02-16,660.8361,675.3307,665.2583,675.3307
3063,2017-02-15,672.4529,693.1344,675.8104,683.4846
3062,2017-02-14,665.2583,718.9778,681.566,716.1
3061,2017-02-13,696.4348,714.0486,709.8647,700.7516
3060,2017-02-10,683.9642,709.385,702.6701,687.8013
3059,2017-02-09,679.6475,693.557,688.7606,690.6792
3058,2017-02-08,671.4936,700.2719,690.6792,671.4936
3057,2017-02-07,648.9506,676.7696,671.9733,652.3081
3056,2017-02-06,637.2649,653.747,652.7877,644.1542
3055,2017-02-03,638.3986,649.9099,643.6746,649.9099
3054,2017-02-02,638.3986,652.7877,646.5524,639.3579
3053,2017-02-01,640.3171,660.9416,640.7968,654.2266
3052,2017-01-31,633.1226,647.5117,640.3171,635.0411
3051,2017-01-30,631.6836,658.1597,633.1226,656.1452
3050,2017-01-27,651.3488,666.6972,658.0637,665.2583
3049,2017-01-26,649.4303,664.299,663.8194,660.9416
3048,2017-01-25,650.8692,664.7787,658.0637,657.1045
3047,2017-01-24,640.7968,661.9009,652.7877,658.5434
3046,2017-01-23,650.8692,664.4046,663.3398,657.5841
3045,2017-01-20,658.0637,676.29,660.4619,674.3715
3044,2017-01-19,663.3398,678.2086,673.8918,665.2583
3043,2017-01-18,663.3398,672.4529,665.2583,668.1362
3042,2017-01-17,660.4619,689.9597,666.2176,661.9009
3041,2017-01-16,626.8873,639.0797,637.9189,630.7244
3040,2017-01-13,630.7244,652.3081,634.5615,651.3488
3039,2017-01-12,637.787,649.5601,649.4303,641.756
3038,2017-01-11,634.0818,644.1542,642.7153,639.8375
3037,2017-01-10,630.7052,643.195,640.3171,633.1226
3036,2017-01-09,617.7741,634.619,634.0818,626.4076
3035,2017-01-06,609.6203,624.4891,624.0094,617.7741
3034,2017-01-05,609.1406,636.48,613.4574,635.0411
3033,2017-01-04,631.6836,647.0321,640.3171,646.0728
3032,2017-01-03,639.8375,655.1859,642.7153,646.5524
3031,2016-12-30,640.7968,650.8692,640.7968,648.471
3030,2016-12-29,644.5284,656.6248,650.3895,654.2266
3029,2016-12-28,637.4393,659.5027,658.5434,638.8782
3028,2016-12-23,652.7877,658.5434,652.7877,656.6248
3027,2016-12-22,648.9506,656.1452,654.7063,654.7063
3026,2016-12-21,645.5932,662.8601,657.1045,647.5117
3025,2016-12-20,639.8375,649.9099,648.471,646.5524
3024,2016-12-19,640.3171,649.4303,645.5932,648.471
3023,2016-12-16,643.195,656.1452,647.5117,647.0321
3022,2016-12-15,632.1633,649.4303,644.1542,644.6339
3021,2016-12-14,642.7153,662.3805,642.7153,650.8692
3020,2016-12-13,619.6927,653.3739,650.3895,624.9687
3019,2016-12-12,619.6927,646.5524,624.4891,641.2764
3018,2016-12-09,629.2855,645.5932,640.7968,632.1633
3017,2016-12-08,629.7651,649.5519,631.6836,644.6339
3016,2016-12-07,637.4393,655.1859,645.1135,640.7968
3015,2016-12-06,623.9039,636.9597,634.5615,636.0004
3014,2016-12-05,632.5483,649.4303,638.3986,633.6022
3013,2016-12-02,625.928,648.471,634.0818,647.9913
3012,2016-12-01,644.6339,668.6158,654.2266,644.6339
3011,2016-11-30,645.1135,656.1452,648.9506,647.5117
3010,2016-11-29,639.8375,651.8285,645.5932,646.5524
3009,2016-11-28,631.6836,647.0321,645.1135,637.9189
3008,2016-11-25,636.9597,646.0728,638.8782,643.6746
3007,2016-11-24,639.3579,652.8741,645.1135,642.7153
3006,2016-11-23,627.0791,647.5117,643.195,635.0411
3005,2016-11-22,625.4004,636.48,633.1226,636.48
3004,2016-11-21,617.2945,635.0411,630.2447,629.2855
3003,2016-11-18,625.4483,676.29,630.7244,676.29
3002,2016-11-17,670.5343,742.1865,670.5343,712.7425
3001,2016-11-16,690.1995,747.7561,708.4258,723.2946
3000,2016-11-15,708.4258,723.7742,723.7742,709.8647
2999,2016-11-14,711.3036,734.8059,715.6203,717.0593
2998,2016-11-11,706.0276,737.6837,710.3443,736.7244
2997,2016-11-10,726.7537,761.7136,739.1226,727.6113
2996,2016-11-09,671.014,731.928,727.1317,674.3715
2995,2016-11-08,684.4439,697.3941,689.2402,693.0773
2994,2016-11-07,689.2402,698.833,694.5163,692.5977
2993,2016-11-04,677.7289,688.281,683.4846,683.9642
2992,2016-11-03,674.3715,694.5163,678.6882,690.6792
2991,2016-11-02,683.9642,695.9552,690.6792,694.0366
2990,2016-11-01,689.9597,702.1905,696.4348,696.9145
2989,2016-10-31,695.7154,702.6701,696.9145,702.6701
2988,2016-10-28,699.7923,709.8647,704.5887,707.4665
2987,2016-10-27,698.3534,710.824,710.3443,703.1497
2986,2016-10-26,693.0773,709.385,706.5072,703.6294
2985,2016-10-25,703.1497,718.0185,708.9054,715.6203
2984,2016-10-24,713.7018,734.3262,715.6203,729.5299
2983,2016-10-21,721.8556,736.7244,724.2538,732.8873
2982,2016-10-20,717.5389,735.8851,734.8059,730.4891
2981,2016-10-19,717.9975,731.3467,730.3932,723.7186
2980,2016-10-18,719.7842,747.7281,725.6256,740.4051
2979,2016-10-17,721.3348,739.4516,737.5446,725.6256
2978,2016-10-14,714.5648,731.8235,728.9629,717.9975
2977,2016-10-13,712.7532,727.2943,716.5672,718.4743
2976,2016-10-12,717.5207,740.8819,718.951,736.1143
2975,2016-10-11,733.0962,755.1846,738.4981,749.9403
2974,2016-10-10,742.3122,757.5684,748.9868,743.7424
2973,2016-10-07,728.0094,742.3122,739.4516,728.0094
2972,2016-10-06,719.4278,730.5124,724.6721,719.9045
2971,2016-10-05,716.3288,729.5601,719.4278,725.6256
2970,2016-10-04,707.9856,729.4397,725.1489,708.9391
2969,2016-10-03,684.6244,707.0321,703.218,686.5315
2968,2016-09-30,669.3682,686.5315,686.5315,673.659
2967,2016-09-29,676.5196,691.2991,679.3801,684.6244
2966,2016-09-28,675.0893,688.9153,684.1477,678.9033
2965,2016-09-27,669.3682,686.5315,677.9498,684.6244
2964,2016-09-26,676.9963,688.9153,678.9033,684.6244
2963,2016-09-23,687.9617,701.1203,688.9153,700.8342
2962,2016-09-22,676.0527,706.0785,698.9272,682.7174
2961,2016-09-21,689.0345,703.218,692.2526,701.311
2960,2016-09-20,698.9272,707.9856,698.9272,702.2645
2959,2016-09-19,692.4086,709.8926,705.125,697.9737
2958,2016-09-16,687.485,696.5434,693.6828,696.0666
2957,2016-09-15,689.392,698.9272,695.5899,691.7758
2956,2016-09-14,684.5028,698.4504,692.2526,686.5315
2955,2016-09-13,682.7174,695.5899,686.0547,689.8688
2954,2016-09-12,672.2287,684.6244,684.6244,681.7639
2953,2016-09-09,689.2728,716.4609,691.7758,712.2764
2952,2016-09-08,713.2299,738.0213,715.1369,728.9629
2951,2016-09-07,717.8538,737.1882,731.3467,725.6256
2950,2016-09-06,737.5446,751.674,738.0213,748.51
2949,2016-09-05,738.4981,748.9868,746.603,745.1727
2948,2016-09-02,727.0559,752.3241,747.0797,729.4397
2947,2016-09-01,722.2883,740.8819,724.6721,733.2538
2946,2016-08-31,726.5791,736.5911,734.2073,731.3467
2945,2016-08-30,731.3467,747.5565,731.8235,741.8354
2944,2016-08-26,734.684,749.4635,748.0332,739.4516
2943,2016-08-25,734.0683,750.8938,738.0213,749.4635
2942,2016-08-24,745.1727,757.0917,751.8473,752.8008
2941,2016-08-23,747.0797,758.9987,757.0917,749.9403
2940,2016-08-22,744.2192,758.9033,748.0332,754.7079
2939,2016-08-19,749.9403,759.4754,755.1846,752.3241
2938,2016-08-18,747.0797,757.5684,752.3241,748.0332
2937,2016-08-17,745.6495,755.6614,746.1262,752.8008
2936,2016-08-16,748.51,758.0452,751.3706,754.2311
2935,2016-08-15,752.3241,764.243,758.9987,760.9057
2934,2016-08-12,758.0452,776.6387,762.336,762.336
2933,2016-08-11,748.51,763.2895,761.8592,761.8592
2932,2016-08-10,731.3467,762.603,759.9522,734.2073
2931,2016-08-09,718.9033,732.777,728.0094,722.7651
2930,2016-08-08,721.1905,733.2538,721.3348,728.0094
2929,2016-08-05,703.6948,724.6721,723.7186,715.1369
2928,2016-08-04,704.6483,731.8235,722.2883,720.3813
2927,2016-08-03,711.3229,733.2538,716.0905,725.6256
2926,2016-08-02,719.4278,771.8711,725.1489,752.3241
2925,2016-08-01,743.7424,765.8831,754.7079,753.2776
2924,2016-07-29,754.2311,789.0344,754.2311,786.1739
2923,2016-07-28,719.9045,834.8032,792.3717,719.9045
2922,2016-07-27,694.6364,712.7532,697.9737,694.6364
2921,2016-07-26,683.1942,702.2645,693.2061,687.485
2920,2016-07-25,675.1942,692.7293,684.6244,681.7639
2919,2016-07-22,685.578,708.9391,687.0082,706.5553
2918,2016-07-21,702.2645,713.7067,709.4159,708.4623
2917,2016-07-20,699.8807,711.7996,708.4623,707.9856
2916,2016-07-19,695.5899,707.5088,705.125,701.7877
2915,2016-07-18,699.8807,713.7067,703.6948,709.4159
2914,2016-07-15,701.7877,717.5207,709.8926,709.4159
2913,2016-07-14,696.5434,714.6602,711.7996,713.2299
2912,2016-07-13,618.9923,720.3813,711.7996,690.3455
2911,2016-07-12,678.9033,692.7293,690.3455,687.9617
2910,2016-07-11,682.7174,703.6948,690.3455,701.7877
2909,2016-07-08,689.8688,701.7877,700.8342,690.8223
2908,2016-07-07,668.8914,698.9272,694.6364,673.1822
2907,2016-07-06,662.2168,684.1477,666.5076,676.5196
2906,2016-07-05,662.6936,684.1477,677.9498,675.566
2905,2016-07-04,670.3217,685.1012,673.659,680.8104
2904,2016-07-01,671.7567,684.6244,678.4266,680.8104
2903,2016-06-30,661.2633,685.1012,678.4266,667.4612
2902,2016-06-29,644.5768,671.752,671.752,646.007
2901,2016-06-28,617.6372,641.2395,638.3789,629.3205
2900,2016-06-27,606.4361,625.5065,621.6924,606.4361
2899,2016-06-24,577.8307,643.6233,618.8318,585.4588
2898,2016-06-23,604.5291,621.2156,614.541,609.2967
2897,2016-06-22,594.0404,612.634,605.9594,603.5756
2896,2016-06-21,597.3777,607.8664,601.6686,604.5291
2895,2016-06-20,588.7961,609.2967,604.5291,599.2848
2894,2016-06-17,573.0631,592.1334,586.4123,577.8307
2893,2016-06-16,570.2025,581.6447,574.9701,575.9236
2892,2016-06-15,573.0631,590.0547,584.0285,575.9236
2891,2016-06-14,566.8652,578.7842,572.1096,566.8652
2890,2016-06-13,567.6414,574.9701,572.5863,568.7723
2889,2016-06-10,564.4814,577.8307,575.4469,566.3885
2888,2016-06-09,560.6674,574.9701,571.6328,574.4933
2887,2016-06-08,574.2073,584.0285,583.075,575.4469
2886,2016-06-07,575.9236,597.3777,578.3074,586.4123
